,y_pred_test,y_actual,y_diff,ticker,index_real_lkoh_pred,index_real_lkoh,dates,y_diff1,result
91,-0.2862299192675941,-0.1207000603500318,-0.16552985891756233,MTSS,110.3305204100685,126.51237497034455,2020-02-06,0.763916441025876,-1.4576887872243447
92,-0.1509488357844581,3.552713678800501e-15,-0.15094883578446167,MTSS,110.16397777399457,126.51237497034455,2020-02-07,0.7647236447905343,-1.4599087208821633
93,-0.1942200149777484,-0.0906344410876158,-0.1035855738901326,MTSS,109.95001727986184,126.39771118638352,2020-02-10,0.7652782721416226,-1.455175723292032
94,0.5161888375427388,0.6047777441790139,-0.08858890663627506,MTSS,110.5175669959368,127.16213641279045,2020-02-11,0.7657494976329168,-1.4506940130978605
95,0.6906642181890597,1.8935978358881904,-1.2029336176991308,MTSS,111.28087228599087,129.57007587597224,2020-02-12,0.7721208835571125,-1.7098311610522792
96,-0.3098880081351503,-0.353982300884951,0.0440942927498007,MTSS,110.93602620742838,129.1114207401281,2020-02-13,0.7718829047269036,-1.6816197941444109
97,0.0601529738327499,0.8140911782119495,-0.7539382043791997,MTSS,111.00275752624403,130.16250542643758,2020-02-14,0.7759273932898468,-1.8328190769701203
98,-0.6909916233067115,0.1173020527859165,-0.808293676092628,MTSS,110.23573777009821,130.31518871726036,2020-02-18,0.7803106763462052,-2.0079978584854756
99,0.7080300002982618,1.9625073227885288,-1.254477322490267,MTSS,111.01623986456063,132.87263383854227,2020-02-19,0.7870361902109481,-2.294181245563008
100,0.2375840613254318,-0.1723642631427857,0.4099483244682175,MTSS,111.27999675596165,132.64360890230805,2020-02-20,0.7848055662421838,-2.163029324753396
101,-0.0010827283488588,0.14388489208633,-0.14496762043518882,MTSS,111.27879189589017,132.83446301583655,2020-02-21,0.7855935859577557,-2.152129167522467
102,-2.574920864992436,-3.017241379310338,0.4423205143179021,MTSS,108.41345106505138,128.82652663173803,2020-02-25,0.7831200243360251,-1.9980947619436609
103,0.0561522486642083,0.4444444444444428,-0.3882921957802345,MTSS,108.47432765567886,129.39908897232354,2020-02-26,0.7852251357594678,-2.064190366517838
104,-2.4766699355074597,-2.949852507374633,0.47318257186717316,MTSS,105.78777659488681,125.58200670175353,2020-02-27,0.7825822444894487,-1.9365898468905014
105,-2.775478977661905,-2.5835866261398195,-0.1918923515220854,MTSS,102.85165909455978,122.33748677176901,2020-02-28,0.7836529501772579,-1.9515379776961839
106,-0.4194983487704142,2.09048361934477,-2.5099819681151843,MTSS,102.42019808297512,124.89493189305091,2020-03-02,0.7972533524912163,-2.5775073635628383
107,1.1265602582294072,0.320904645476773,0.8056556127526342,MTSS,103.57402333097777,125.29572553146077,2020-03-03,0.79286650113979,-2.3136875551888676
108,-0.0487132236177956,0.1523229246001705,-0.2010361482179661,MTSS,103.5235690853826,125.48657964498929,2020-03-04,0.7939670127593889,-2.282762198638063
109,-0.3752824245964987,0.2433460076045541,-0.6186284322010528,MTSS,103.13506332529015,125.79194622663489,2020-03-05,0.7973637935118957,-2.3787127919414894
110,-2.775478977661905,-3.2620239720831314,0.48654499442122656,MTSS,100.27257132409842,121.68858278577214,2020-03-06,0.7946101938649528,-2.1881376361901124
111,-7.528230865746552,-7.528230865746552,4.7527518880846475,MTSS,92.72382065979991,112.52758533640409,2020-03-10,0.7946101938649528,-2.130122159475108
112,-0.0713898144138802,-0.5088195386702772,0.437429724256397,MTSS,92.65762529631343,111.9550229958186,2020-03-11,0.7922074196988426,-1.9612975782757054
113,-3.992821859771883,-6.93828844186841,2.945466582096527,MTSS,88.9579713787367,104.1872605752086,2020-03-12,0.7752783765954971,-1.1266949387094725
114,0.7120088074073436,-1.447151492947416,2.1591603003547597,MTSS,89.5913599698442,102.67951307833344,2020-03-13,0.763646288491115,-0.5414478698273193
115,-2.2866835423505307,-0.7063197026022188,-1.580363839748312,MTSS,87.54268908604575,101.95426744692514,2020-03-16,0.7722464142212645,-0.9237511061605073
116,-2.4787888334789514,0.505428678397589,-2.9842175118765404,MTSS,85.37269068445366,102.46957355345207,2020-03-17,0.7885763222033957,-1.7095872571698187
117,-2.806354162756396,-4.358353510895881,1.5519993481394851,MTSS,82.97683062557336,98.00358729688514,2020-03-18,0.7798274174015816,-1.272025520193628
118,3.138726639065876,3.407984420642638,-0.26925778157676206,MTSS,85.58124651267079,101.34353428363389,2020-03-19,0.7812401178530369,-1.2991235155201983
119,3.333985184696271,4.143126177024492,-0.8091409923282207,MTSS,88.43451259228164,105.5423247812609,2020-03-20,0.7854764495616972,-1.479085576237928
120,-3.0403048631615803,-5.207956600361669,2.1676517372000887,MTSS,85.74583380522526,100.04572631164007,2020-03-23,0.7732379012846837,-0.8520837173109339
121,3.2018053402215934,6.829454406714991,-3.6276490664933974,MTSS,88.49124849101848,106.87830357596039,2020-03-24,0.7919892438417351,-1.7421392830765519
122,1.4570174630722512,-0.5892857142857117,2.046303177357963,MTSS,89.78058143482328,106.24848500131634,2020-03-25,0.7808942368285089,-1.1824893790341986
123,1.0938304696561936,2.730375426621155,-1.6365449569649613,MTSS,90.76262879039186,109.14946752694955,2020-03-26,0.7896301278304371,-1.5775682694036304
124,-1.941411442412292,1.4163315264906622,-3.3577429689029543,MTSS,89.000552729621,110.69538584653041,2020-03-27,0.8081533224312408,-2.4912682915646633
125,0.5313851695351666,2.3965517241379146,-1.865166554602748,MTSS,89.47348846763055,113.34825802457655,2020-03-30,0.8183851340313157,-2.965359438589892
126,2.955730534154416,0.7240276140764657,2.23170292007795,MTSS,92.11808368624142,114.16893071274913,2020-03-31,0.8061972004935245,-2.257500136453257
127,-1.145586841184155,-0.7021063189568864,-0.44348052222726864,MTSS,91.06279104118083,113.36734343592941,2020-04-01,0.8086769964016955,-2.254966711404598
128,3.063983298018865,0.7744107744107929,2.289572523608072,MTSS,93.85293974939243,114.24527235816052,2020-04-02,0.7962810553998375,-1.6042821723116256
129,1.1787282217049722,-1.2362178416304666,2.4149460633354387,MTSS,94.95921083711829,112.83295191804962,2020-04-03,0.7830909228374264,-0.9368777601091101
130,0.839813570883539,4.48240866035183,-3.6425950894682906,MTSS,95.75669117653233,117.89058592655489,2020-04-06,0.8025159099890168,-1.7855042650369297
131,0.2328932846276394,-0.0485672656629567,0.2814605502905961,MTSS,95.9797020798641,117.83332969249632,2020-04-07,0.8009652173875474,-1.6974068097999813
